Year,Rank,Rider,Team,TotalSeconds,GapSeconds
2016,154,ANDREAS SCHILLINGER,BORA-ARGON 18,336801,16113
2016,155,GREGORY HENDERSON,LOTTO SOUDAL,336850,16162
2016,156,OSCAR GATTO,TINKOFF,336866,16178
2016,157,CHRISTOPHE LAPORTE,"COFIDIS, SOLUTIONS CREDITS",336875,16187
2016,158,YOHANN GENE,DIRECT ENERGIE,336890,16202
2016,159,MACIEJ BODNAR,TINKOFF,336918,16230
2016,160,DYLAN GROENEWEGEN,TEAM LOTTO NL - JUMBO,336922,16234
2016,161,IAN STANNARD,TEAM SKY,336982,16294
2016,162,MARCO HALLER,TEAM KATUSHA,336988,16300
2016,163,ROBERT WAGNER,TEAM LOTTO NL - JUMBO,337017,16329
2016,164,ADRIEN PETIT,DIRECT ENERGIE,337033,16345
2016,165,JACOPO GUARNIERI,TEAM KATUSHA,337173,16485
2016,166,MARCEL KITTEL,ETIXX-QUICK STEP,337194,16506
2016,167,VEGARD BREEN,FORTUNEO - VITAL CONCEPT,337395,16707
2016,168,DAVIDE CIMOLAI,LAMPRE - MERIDA,337465,16777
2016,169,MARCEL SIEBERG,LOTTO SOUDAL,337512,16824
2016,170,DANIEL MC LAY,FORTUNEO - VITAL CONCEPT,338102,17414
2016,171,BERNHARD EISEL,TEAM DIMENSION DATA,338155,17467
2016,172,LEIGH HOWARD,IAM CYCLING,338401,17713
2016,173,LARS BAK YTTING,LOTTO SOUDAL,338766,18078
2016,174,SAM BENNETT,BORA-ARGON 18,339722,19034
2017,1,CHRIS FROOME,TEAM SKY,310855,0
2017,2,RIGOBERTO URAN,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,310909,54
2017,3,ROMAIN BARDET,AG2R LA MONDIALE,310995,140
2017,4,MIKEL LANDA MEANA,TEAM SKY,310996,141
2017,5,FABIO ARU,ASTANA PRO TEAM,311040,185
2017,6,DANIEL MARTIN,QUICK - STEP FLOORS,311137,282
2017,7,SIMON PHILIP YATES,ORICA - SCOTT,311229,374
2017,8,LOUIS MEINTJES,UAE TEAM EMIRATES,311355,500
2017,9,ALBERTO CONTADOR,TREK - SEGAFREDO,311384,529
2017,10,WARREN BARGUIL,TEAM SUNWEB,311420,565
2017,11,DAMIANO CARUSO,BMC RACING TEAM,311743,888
2017,12,NAIRO QUINTANA,MOVISTAR TEAM,311783,928
2017,13,ALEXIS VUILLERMOZ,AG2R LA MONDIALE,312333,1478
2017,14,MIKEL NIEVE ITURRALDE,TEAM SKY,312383,1528
2017,15,EMANUEL BUCHMANN,BORA - HANSGROHE,312856,2001
2017,16,BRICE FEILLU,TEAM FORTUNEO - OSCARO,313061,2206
2017,17,BAUKE MOLLEMA,TREK - SEGAFREDO,313118,2263
2017,18,CARLOS ALBERTO BETANCUR GOMEZ,MOVISTAR TEAM,313122,2267
2017,19,SERGE PAUWELS,TEAM DIMENSION DATA,313231,2376
2017,20,TIESJ BENOOT,LOTTO SOUDAL,313379,2524
2017,21,TONY GALLOPIN,LOTTO SOUDAL,313414,2559
2017,22,JAN BAKELANTS,AG2R LA MONDIALE,313859,3004
2017,23,GUILLAUME MARTIN GUYONNET,WANTY - GROUPE GOBERT,314087,3232
2017,24,ROMAN KREUZIGER,ORICA - SCOTT,314453,3598
2017,25,SYLVAIN CHAVANEL,DIRECT ENERGIE,314717,3862
2017,26,ROMAIN HARDY,TEAM FORTUNEO - OSCARO,315226,4371
2017,27,DANIEL NAVARRO GARCIA,"COFIDIS, SOLUTIONS CRÉDITS",315381,4526
2017,28,SERGIO LUIS HENAO MONTOYA,TEAM SKY,315447,4592
2017,29,PIERRE LATOUR,AG2R LA MONDIALE,315580,4725
2017,30,MATHIAS FRANK,AG2R LA MONDIALE,315731,4876
2017,31,ROBERT KIŠERLOVSKI,TEAM KATUSHA ALPECIN,315980,5125
2017,32,AMAEL MOINARD,BMC RACING TEAM,316377,5522
2017,33,NICOLAS ROCHE,BMC RACING TEAM,316410,5555
2017,34,THOMAS DEGAND,WANTY - GROUPE GOBERT,316497,5642
2017,35,LILIAN CALMEJANE,DIRECT ENERGIE,316571,5716
2017,36,RUDY MOLARD,FDJ,316610,5755
2017,37,BEN GASTAUER,AG2R LA MONDIALE,316768,5913
2017,38,PRIMOZ ROGLIC,TEAM LOTTO NL - JUMBO,317136,6281
2017,39,DIEGO ULISSI,UAE TEAM EMIRATES,317178,6323
2017,40,MARCO MINNAARD,WANTY - GROUPE GOBERT,317346,6491
2017,41,JOHN DARWIN ATAPUMA HURTADO,UAE TEAM EMIRATES,317486,6631
2017,42,PIERRE LUC PERICHON,TEAM FORTUNEO - OSCARO,317904,7049
2017,43,NATHAN BROWN,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,317927,7072
2017,44,ANDREY ZEITS,ASTANA PRO TEAM,318004,7149
2017,45,JANEZ BRAJKOVIC,BAHRAIN - MERIDA,318093,7238
2017,46,JARLINSON PANTANO GOMEZ,TREK - SEGAFREDO,318145,7290
2017,47,DARYL IMPEY,ORICA - SCOTT,318174,7319
2017,48,CYRIL GAUTIER,AG2R LA MONDIALE,318259,7404
2017,49,ANDREW TALANSKY,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,318262,7407
2017,50,KRISTIJAN ÐURASEK,UAE TEAM EMIRATES,318348,7493
2017,51,THOMAS DE GENDT,LOTTO SOUDAL,318391,7536
2017,52,HAIMAR ZUBELDIA,TREK - SEGAFREDO,318445,7590
2017,53,GIANLUCA BRAMBILLA,QUICK - STEP FLOORS,318472,7617
2017,54,PIERRE ROLLAND,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,318769,7914
2017,55,MAXIME BOUET,TEAM FORTUNEO - OSCARO,318858,8003
2017,56,LUIS ANGEL MATE MARDONES,"COFIDIS, SOLUTIONS CRÉDITS",318983,8128
2017,57,MICHAL KWIATKOWSKI,TEAM SKY,319123,8268
2017,58,GREG VAN AVERMAET,BMC RACING TEAM,319209,8354
2017,59,JENS KEUKELEIRE,ORICA - SCOTT,319401,8546
2017,60,JONATHAN CASTROVIEJO NICOLAS,MOVISTAR TEAM,319419,8564
2017,61,MICHAEL VALGREN,ASTANA PRO TEAM,319591,8736
2017,62,JHOAN ESTEBAN CHAVES RUBIO,ORICA - SCOTT,319709,8854
2017,63,OLIVER NAESEN,AG2R LA MONDIALE,319737,8882
2017,64,SIMON GESCHKE,TEAM SUNWEB,319792,8937
2017,65,EDUARDO SEPULVEDA,TEAM FORTUNEO - OSCARO,319920,9065
2017,66,ROMAIN SICARD,DIRECT ENERGIE,320059,9204
2017,67,LAURENS TEN DAM,TEAM SUNWEB,320151,9296
2017,68,AXEL DOMONT,AG2R LA MONDIALE,320188,9333
2017,69,MICHAEL MATTHEWS,TEAM SUNWEB,320251,9396
2017,70,KOEN DE KORT,TREK - SEGAFREDO,320368,9513
2017,71,ALEXEY LUTSENKO,ASTANA PRO TEAM,320405,9550
2017,72,MICHAEL SCHÄR,BMC RACING TEAM,320569,9714
2017,73,TSGABU GEBREMARYAM GRMAY,BAHRAIN - MERIDA,320590,9735
2017,74,TIAGO MACHADO,TEAM KATUSHA ALPECIN,320671,9816
2017,75,MAURITS LAMMERTINK,TEAM KATUSHA ALPECIN,320696,9841
2017,76,NICOLAS EDET,"COFIDIS, SOLUTIONS CRÉDITS",320766,9911
2017,77,DYLAN VAN BAARLE,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,320886,10031
2017,78,EDVALD BOASSON-HAGEN,TEAM DIMENSION DATA,320947,10092
2017,79,STEFAN KÜNG,BMC RACING TEAM,321012,10157
2017,80,PAWEL POLJANSKI,BORA - HANSGROHE,321277,10422
2017,81,DANILO WYSS,BMC RACING TEAM,321286,10431
2017,82,PAUL MARTENS,TEAM LOTTO NL - JUMBO,321309,10454
2017,83,BEN SWIFT,UAE TEAM EMIRATES,321343,10488
2017,84,NIKIAS ARNDT,TEAM SUNWEB,321349,10494
2017,85,ELIE GESBERT,TEAM FORTUNEO - OSCARO,321368,10513
2017,86,SIMON CLARKE,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,321382,10527
2017,87,ANDREY AMADOR,MOVISTAR TEAM,321458,10603
2017,88,DAMIEN CRAIG HOWSON,ORICA - SCOTT,321472,10617
2017,89,ANGELO TULIK,DIRECT ENERGIE,321480,10625
2017,90,ALBERTO BETTIOL,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,321531,10676
2017,91,THOMAS VOECKLER,DIRECT ENERGIE,321586,10731
2017,92,IMANOL ERVITI,MOVISTAR TEAM,321676,10821
2017,93,BAKHTIYAR KOZHATAYEV,ASTANA PRO TEAM,321906,11051
2017,94,JAY MC CARTHY,BORA - HANSGROHE,321968,11113
2017,95,NILS POLITT,TEAM KATUSHA ALPECIN,322007,11152
2017,96,MARCO MARCATO,UAE TEAM EMIRATES,322008,11153
2017,97,JESUS HERRADA,MOVISTAR TEAM,322020,11165
2017,98,MICHAEL ALBASINI,ORICA - SCOTT,322070,11215
2017,99,ALESSANDRO DE MARCHI,BMC RACING TEAM,322100,11245
2017,100,PIETER VANSPEYBROUCK,WANTY - GROUPE GOBERT,322233,11378
2017,101,TONY MARTIN,TEAM KATUSHA ALPECIN,322273,11418
2017,102,ZDENEK STYBAR,QUICK - STEP FLOORS,322387,11532
2017,103,FLORIAN VACHON,TEAM FORTUNEO - OSCARO,322445,11590
2017,104,DANIELE BENNATI,MOVISTAR TEAM,322479,11624
2017,105,JACK BAUER,QUICK - STEP FLOORS,322568,11713
2017,106,PERRIG QUEMENEUR,DIRECT ENERGIE,322595,11740
2017,107,SCOTT THWAITES,TEAM DIMENSION DATA,322643,11788
2017,108,JASHA SÜTTERLIN,MOVISTAR TEAM,322728,11873
2017,109,YUKIYA ARASHIRO,BAHRAIN - MERIDA,322751,11896
2017,110,YOANN OFFREDO,WANTY - GROUPE GOBERT,322905,12050
2017,111,MATTEO BONO,UAE TEAM EMIRATES,322914,12059
2017,112,VASILI KIRYIENKA,TEAM SKY,322930,12075
2017,113,ADAM JAMES HANSEN,LOTTO SOUDAL,323006,12151
2017,114,PATRICK BEVIN,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,323035,12180
2017,115,DMITRIY GRUZDEV,ASTANA PRO TEAM,323137,12282
2017,116,MACIEJ BODNAR,BORA - HANSGROHE,323273,12418
2017,117,JULIEN SIMON,"COFIDIS, SOLUTIONS CRÉDITS",323416,12561
2017,118,REINARDT JANSE VAN RENSBURG,TEAM DIMENSION DATA,323509,12654
2017,119,JAVIER MORENO BAZAN,BAHRAIN - MERIDA,323581,12726
2017,120,ANDREY GRIVKO,ASTANA PRO TEAM,323589,12734
2017,121,JOHN DEGENKOLB,TREK - SEGAFREDO,323769,12914
2017,122,SONNY COLBRELLI,BAHRAIN - MERIDA,323837,12982
2017,123,LARS BAK YTTING,LOTTO SOUDAL,323879,13024
2017,124,DION SMITH,WANTY - GROUPE GOBERT,324019,13164
2017,125,LAURENT PICHON,TEAM FORTUNEO - OSCARO,324040,13185
2017,126,ADRIEN PETIT,DIRECT ENERGIE,324149,13294
2017,127,VEGARD STAKE LAENGEN,UAE TEAM EMIRATES,324167,13312
2017,128,CYRIL LEMOINE,"COFIDIS, SOLUTIONS CRÉDITS",324280,13425
2017,129,MIKE TEUNISSEN,TEAM SUNWEB,324287,13432
2017,130,ALEXANDER KRISTOFF,TEAM KATUSHA ALPECIN,324395,13540
2017,131,MARCUS BURGHARDT,BORA - HANSGROHE,324412,13557
2017,132,FREDERIK BACKAERT,WANTY - GROUPE GOBERT,324451,13596
2017,133,CHRISTOPHE LAPORTE,"COFIDIS, SOLUTIONS CRÉDITS",324462,13607
2017,134,YOHANN GENE,DIRECT ENERGIE,324483,13628
2017,135,MARKEL IRIZAR ARRANBURU,TREK - SEGAFREDO,324485,13630
2017,136,JURGEN ROELANDTS,LOTTO SOUDAL,324495,13640
2017,137,ANDREA PASQUALON,WANTY - GROUPE GOBERT,324733,13878
2017,138,NACER BOUHANNI,"COFIDIS, SOLUTIONS CRÉDITS",324744,13889
2017,139,JULIEN VERMOTE,QUICK - STEP FLOORS,324829,13974
2017,140,THOMAS BOUDAT,DIRECT ENERGIE,324843,13988
2017,141,STEPHEN CUMMINGS,TEAM DIMENSION DATA,324845,13990
2017,142,ROY CURVERS,TEAM SUNWEB,324873,14018
2017,143,GREGA BOLE,BAHRAIN - MERIDA,324984,14129
2017,144,CHRISTIAN KNEES,TEAM SKY,324986,14131
2017,145,RICK ZABEL,TEAM KATUSHA ALPECIN,325003,14148
2017,146,MICHAEL GOGL,TREK - SEGAFREDO,325201,14346
2017,147,GUILLAUME VAN KEIRSBULCK,WANTY - GROUPE GOBERT,325243,14388
2017,148,RAMON SINKELDAM,TEAM SUNWEB,325369,14514
2017,149,ANDRÉ GREIPEL,LOTTO SOUDAL,325429,14574
2017,150,RETO HOLLENSTEIN,TEAM KATUSHA ALPECIN,325480,14625
2017,151,MATHEW HAYMAN,ORICA - SCOTT,325572,14717
2017,152,DAVIDE CIMOLAI,FDJ,325630,14775
2017,153,BERNHARD EISEL,TEAM DIMENSION DATA,325873,15018
2017,154,FABIO SABATINI,QUICK - STEP FLOORS,325880,15025
2017,155,MARCO HALLER,TEAM KATUSHA ALPECIN,326085,15230
2017,156,DYLAN GROENEWEGEN,TEAM LOTTO NL - JUMBO,326217,15362
2017,157,ALBERT TIMMER,TEAM SUNWEB,326236,15381
2017,158,OLIVIER LE GAC,FDJ,326296,15441
2017,159,TAYLOR PHINNEY,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,326350,15495
2017,160,BORUT BOZIC,BAHRAIN - MERIDA,326376,15521
2017,161,FLORIAN SENECHAL,"COFIDIS, SOLUTIONS CRÉDITS",326412,15557
2017,162,JACOBUS VENTER,TEAM DIMENSION DATA,326471,15616
2017,163,DIMITRI CLAEYS,"COFIDIS, SOLUTIONS CRÉDITS",326756,15901
2017,164,ROBERT WAGNER,TEAM LOTTO NL - JUMBO,326767,15912
2017,165,RÜDIGER SELIG,BORA - HANSGROHE,326858,16003
2017,166,THOMAS LEEZER,TEAM LOTTO NL - JUMBO,327196,16341
2017,167,LUKE ROWE,TEAM SKY,327407,16552
2018,1,GERAINT THOMAS,TEAM SKY,299833,0
2018,2,TOM DUMOULIN,TEAM SUNWEB,299944,111
2018,3,CHRIS FROOME,TEAM SKY,299977,144
2018,4,PRIMOZ ROGLIC,TEAM LOTTO NL - JUMBO,300035,202
2018,5,STEVEN KRUIJSWIJK,TEAM LOTTO NL - JUMBO,300201,368
2018,6,ROMAIN BARDET,AG2R LA MONDIALE,300250,417
2018,7,MIKEL LANDA MEANA,MOVISTAR TEAM,300290,457
2018,8,DANIEL MARTIN,UAE TEAM EMIRATES,300378,545
2018,9,ILNUR ZAKARIN,TEAM KATUSHA ALPECIN,300590,757
2018,10,NAIRO QUINTANA,MOVISTAR TEAM,300691,858
2018,11,BOB JUNGELS,QUICK - STEP FLOORS,300825,992
2018,12,JAKOB FUGLSANG,ASTANA PRO TEAM,301019,1186
2018,13,PIERRE LATOUR,AG2R LA MONDIALE,301166,1333
2018,14,ALEJANDRO VALVERDE,MOVISTAR TEAM,301479,1646
2018,15,EGAN BERNAL GOMEZ,TEAM SKY,301505,1672
2018,16,TANEL KANGERT,ASTANA PRO TEAM,301925,2092
2018,17,WARREN BARGUIL,TEAM FORTUNEO - SAMSIC,302059,2226
2018,18,DOMENICO POZZOVIVO,BAHRAIN - MERIDA,302181,2348
2018,19,RAFAL MAJKA,BORA - HANSGROHE,302230,2397
2018,20,DAMIANO CARUSO,BMC RACING TEAM,302384,2551
2018,21,GUILLAUME MARTIN GUYONNET,WANTY - GROUPE GOBERT,302491,2658
2018,22,ION IZAGIRRE INSAUSTI,BAHRAIN - MERIDA,302629,2796
2018,23,MIKEL NIEVE ITURRALDE,MITCHELTON - SCOTT,302792,2959
2018,24,GORKA IZAGIRRE INSAUSTI,BAHRAIN - MERIDA,302835,3002
2018,25,SIMON GESCHKE,TEAM SUNWEB,302848,3015
2018,26,BAUKE MOLLEMA,TREK - SEGAFREDO,303826,3993
2018,27,PIERRE ROLLAND,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,303982,4149
2018,28,GREG VAN AVERMAET,BMC RACING TEAM,304047,4214
2018,29,ADAM YATES,MITCHELTON - SCOTT,304488,4655
2018,30,LILIAN CALMEJANE,DIRECT ENERGIE,304522,4689
2018,31,ROBERT GESINK,TEAM LOTTO NL - JUMBO,304706,4873
2018,32,TEJAY VAN GARDEREN,BMC RACING TEAM,304818,4985
2018,33,JULIAN ALAPHILIPPE,QUICK - STEP FLOORS,305121,5288
2018,34,DAVID GAUDU,GROUPAMA - FDJ,305234,5401
2018,35,JULIEN BERNARD,TREK - SEGAFREDO,305485,5652
2018,36,DANIEL FELIPE MARTINEZ POVEDA,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,305751,5918
2018,37,ANTWAN TOLHOEK,TEAM LOTTO NL - JUMBO,305774,5941
2018,38,RUDY MOLARD,GROUPAMA - FDJ,306289,6456
2018,39,SYLVAIN CHAVANEL,DIRECT ENERGIE,306300,6467
2018,40,KRISTIJAN ÐURASEK,UAE TEAM EMIRATES,306319,6486
2018,41,ARTHUR VICHOT,GROUPAMA - FDJ,306512,6679
2018,42,MAXIME BOUET,TEAM FORTUNEO - SAMSIC,306921,7088
2018,43,NICOLAS EDET,"COFIDIS, SOLUTIONS CREDITS",306967,7134
2018,44,MICHAEL VALGREN,ASTANA PRO TEAM,306993,7160
2018,45,DANIEL NAVARRO GARCIA,"COFIDIS, SOLUTIONS CREDITS",307065,7232
2018,46,DARYL IMPEY,MITCHELTON - SCOTT,307086,7253
2018,47,JESUS HERRADA,"COFIDIS, SOLUTIONS CREDITS",307145,7312
2018,48,AMAEL MOINARD,TEAM FORTUNEO - SAMSIC,307233,7400
2018,49,MICHAL KWIATKOWSKI,TEAM SKY,307362,7529
2018,50,ANDREY AMADOR,MOVISTAR TEAM,307371,7538
2018,51,LAURENS TEN DAM,TEAM SUNWEB,307415,7582
2018,52,SOREN KRAGH ANDERSEN,TEAM SUNWEB,307416,7583
2018,53,STEFAN KÜNG,BMC RACING TEAM,307467,7634
2018,54,THOMAS DEGAND,WANTY - GROUPE GOBERT,307627,7794
2018,55,MATHIAS FRANK,AG2R LA MONDIALE,307662,7829
2018,56,JESPER HANSEN,ASTANA PRO TEAM,307666,7833
2018,57,OMAR FRAILE MATARRANZ,ASTANA PRO TEAM,307692,7859
2018,58,WOUT POELS,TEAM SKY,307836,8003
2018,59,TOM-JELTE SLAGTER,TEAM DIMENSION DATA,307871,8038
2018,60,FRANCO PELLIZOTTI,BAHRAIN - MERIDA,308085,8252
2018,61,PAVEL KOCHETKOV,TEAM KATUSHA ALPECIN,308105,8272
2018,62,MARC SOLER,MOVISTAR TEAM,308164,8331
2018,63,JASPER STUYVEN,TREK - SEGAFREDO,308257,8424
2018,64,MARCO MINNAARD,WANTY - GROUPE GOBERT,308264,8431
2018,65,THOMAS DE GENDT,LOTTO SOUDAL,308514,8681
2018,66,OLIVER NAESEN,AG2R LA MONDIALE,308809,8976
2018,67,NIKIAS ARNDT,TEAM SUNWEB,308955,9122
2018,68,MAGNUS CORT NIELSEN,ASTANA PRO TEAM,308979,9146
2018,69,JHON DARWIN ATAPUMA HURTADO,UAE TEAM EMIRATES,309180,9347
2018,70,JONATHAN CASTROVIEJO NICOLAS,TEAM SKY,309199,9366
2018,71,PETER SAGAN,BORA - HANSGROHE,309321,9488
2018,72,CHAD HAGA,TEAM SUNWEB,309413,9580
2018,73,ROMAIN SICARD,DIRECT ENERGIE,309606,9773
2018,74,TOBIAS LUDVIGSSON,GROUPAMA - FDJ,309773,9940
2018,75,JULIEN VERMOTE,TEAM DIMENSION DATA,309790,9957
2018,76,GREGOR MÜHLBERGER,BORA - HANSGROHE,309806,9973
2018,77,IMANOL ERVITI,MOVISTAR TEAM,309899,10066
2018,78,KOEN DE KORT,TREK - SEGAFREDO,309942,10109
2018,79,IAN BOSWELL,TEAM KATUSHA ALPECIN,310140,10307
2018,80,YVES LAMPAERT,QUICK - STEP FLOORS,310190,10357
2018,81,PAUL MARTENS,TEAM LOTTO NL - JUMBO,310199,10366
2018,82,TOMS SKUJINS,TREK - SEGAFREDO,310254,10421
2018,83,SILVAN DILLIER,AG2R LA MONDIALE,310348,10515
2018,84,EDVALD BOASSON-HAGEN,TEAM DIMENSION DATA,310453,10620
2018,85,ANTHONY PEREZ,"COFIDIS, SOLUTIONS CREDITS",310569,10736
2018,86,ELIE GESBERT,TEAM FORTUNEO - SAMSIC,310681,10848
2018,87,NILS POLITT,TEAM KATUSHA ALPECIN,310687,10854
2018,88,EDWARD THEUNS,TEAM SUNWEB,310768,10935
2018,89,THOMAS BOUDAT,DIRECT ENERGIE,310880,11047
2018,90,MICHAEL SCHÄR,BMC RACING TEAM,310887,11054
2018,91,YOANN OFFREDO,WANTY - GROUPE GOBERT,310900,11067
2018,92,MARCUS BURGHARDT,BORA - HANSGROHE,310921,11088
2018,93,JÉRÔME COUSIN,DIRECT ENERGIE,310967,11134
2018,94,PAWEL POLJANSKI,BORA - HANSGROHE,311067,11234
2018,95,ANDREA PASQUALON,WANTY - GROUPE GOBERT,311207,11374
2018,96,KÉVIN LEDANOIS,TEAM FORTUNEO - SAMSIC,311348,11515
2018,97,DION SMITH,WANTY - GROUPE GOBERT,311377,11544
2018,98,LAURENT PICHON,TEAM FORTUNEO - SAMSIC,311399,11566
2018,99,FLORIAN VACHON,TEAM FORTUNEO - SAMSIC,311460,11627
2018,100,SIMON CLARKE,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,311573,11740
2018,101,JULIEN SIMON,"COFIDIS, SOLUTIONS CREDITS",311588,11755
2018,102,KRISTIJAN KOREN,BAHRAIN - MERIDA,311647,11814
2018,103,TOMASZ MARCZYNSKI,LOTTO SOUDAL,311783,11950
2018,104,DANIELE BENNATI,MOVISTAR TEAM,311795,11962
2018,105,ROMAIN HARDY,TEAM FORTUNEO - SAMSIC,311822,11989
2018,106,RORY SUTHERLAND,UAE TEAM EMIRATES,311915,12082
2018,107,SIMON GERRANS,BMC RACING TEAM,311930,12097
2018,108,MATHEW HAYMAN,MITCHELTON - SCOTT,311948,12115
2018,109,SONNY COLBRELLI,BAHRAIN - MERIDA,311948,12115
2018,110,REINARDT JANSE VAN RENSBURG,TEAM DIMENSION DATA,312098,12265
2018,111,JOHN DEGENKOLB,TREK - SEGAFREDO,312228,12395
2018,112,DANIEL OSS,BORA - HANSGROHE,312582,12749
2018,113,MICHAEL GOGL,TREK - SEGAFREDO,312607,12774
2018,114,ALEXANDER KRISTOFF,UAE TEAM EMIRATES,312646,12813
2018,115,SEP VANMARCKE,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,312690,12857
2018,116,ANTHONY TURGIS,"COFIDIS, SOLUTIONS CREDITS",312804,12971
2018,117,MICHAEL HEPBURN,MITCHELTON - SCOTT,312823,12990
2018,118,LUKE DURBRIDGE,MITCHELTON - SCOTT,312874,13041
2018,119,NIKI TERPSTRA,QUICK - STEP FLOORS,312884,13051
2018,120,FABIEN GRELLIER,DIRECT ENERGIE,312909,13076
2018,121,JACK BAUER,MITCHELTON - SCOTT,312975,13142
2018,122,MACIEJ BODNAR,BORA - HANSGROHE,312993,13160
2018,123,GUILLAUME VAN KEIRSBULCK,WANTY - GROUPE GOBERT,313063,13230
2018,124,CHRISTOPHE LAPORTE,"COFIDIS, SOLUTIONS CREDITS",313148,13315
2018,125,HEINRICH HAUSSLER,BAHRAIN - MERIDA,313177,13344
2018,126,MARCO MARCATO,UAE TEAM EMIRATES,313207,13374
2018,127,OLIVIER LE GAC,GROUPAMA - FDJ,313576,13743
2018,128,LUKE ROWE,TEAM SKY,313688,13855
2018,129,TOM SCULLY,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,313692,13859
2018,130,DIMITRI CLAEYS,"COFIDIS, SOLUTIONS CREDITS",313708,13875
2018,131,TIMOTHY DUPONT,WANTY - GROUPE GOBERT,313709,13876
2018,132,LUKAS PÖSTLBERGER,BORA - HANSGROHE,314046,14213
2018,133,OLIVIERO TROIA,UAE TEAM EMIRATES,314055,14222
2018,134,RAMON SINKELDAM,GROUPAMA - FDJ,314114,14281
2018,135,MAXIMILIANO RICHEZE,QUICK - STEP FLOORS,314171,14338
2018,136,TAYLOR PHINNEY,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,314180,14347
2018,137,TIMO ROOSEN,TEAM LOTTO NL - JUMBO,314298,14465
2018,138,ROBERTO FERRARI,UAE TEAM EMIRATES,314327,14494
2018,139,AMUND GRØNDAHL JANSEN,TEAM LOTTO NL - JUMBO,314357,14524
2018,140,DAMIEN GAUDIN,DIRECT ENERGIE,314360,14527
2018,141,ARNAUD DEMARE,GROUPAMA - FDJ,314731,14898
2018,142,JASPER DE BUYST,LOTTO SOUDAL,314767,14934
2018,143,JAY ROBERT THOMSON,TEAM DIMENSION DATA,314822,14989
2018,144,JACOPO GUARNIERI,GROUPAMA - FDJ,314982,15149
2018,145,G LAWSON CRADDOCK,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,316292,16459
2019,1,EGAN BERNAL GOMEZ,TEAM INEOS,298620,0
2019,2,GERAINT THOMAS,TEAM INEOS,298691,71
2019,3,STEVEN KRUIJSWIJK,TEAM JUMBO - VISMA,298711,91
2019,4,EMANUEL BUCHMANN,BORA - HANSGROHE,298736,116
2019,5,JULIAN ALAPHILIPPE,DECEUNINCK - QUICK - STEP,298865,245
2019,6,MIKEL LANDA MEANA,MOVISTAR TEAM,298883,263
2019,7,RIGOBERTO URAN,EF EDUCATION FIRST,298935,315
2019,8,NAIRO QUINTANA,MOVISTAR TEAM,298950,330
2019,9,ALEJANDRO VALVERDE,MOVISTAR TEAM,298992,372
2019,10,WARREN BARGUIL,TEAM ARKEA - SAMSIC,299072,452
2019,11,RICHIE PORTE,TREK - SEGAFREDO,299382,762
2019,12,GUILLAUME MARTIN GUYONNET,WANTY - GOBERT CYCLING TEAM,299948,1328
2019,13,DAVID GAUDU,GROUPAMA - FDJ,300058,1438
2019,14,FABIO ARU,UAE TEAM EMIRATES,300276,1656
2019,15,ROMAIN BARDET,AG2R LA MONDIALE,300443,1823
2019,16,ROMAN KREUZIGER,TEAM DIMENSION DATA,300789,2169
2019,17,SÉBASTIEN REICHENBACH,GROUPAMA - FDJ,301289,2669
2019,18,DANIEL MARTIN,UAE TEAM EMIRATES,301341,2721
2019,19,ALEXEY LUTSENKO,ASTANA PRO TEAM,301552,2932
2019,20,JESUS HERRADA,"COFIDIS, SOLUTIONS CREDITS",301737,3117
2019,21,XANDRO MEURISSE,WANTY - GOBERT CYCLING TEAM,302027,3407
2019,22,ENRIC MAS NICOLAU,DECEUNINCK - QUICK - STEP,302120,3500
2019,23,LAURENS DE PLUS,TEAM JUMBO - VISMA,302384,3764
2019,24,GEORGE BENNETT,TEAM JUMBO - VISMA,302500,3880
2019,25,GREGOR MÜHLBERGER,BORA - HANSGROHE,302500,3880
2019,26,WOUT POELS,TEAM INEOS,302965,4345
2019,27,TANEL KANGERT,EF EDUCATION FIRST,302976,4356
2019,28,BAUKE MOLLEMA,TREK - SEGAFREDO,303118,4498
2019,29,ADAM YATES,MITCHELTON - SCOTT,303230,4610
2019,30,JULIEN BERNARD,TREK - SEGAFREDO,303427,4807
2019,31,GIULIO CICCONE,TREK - SEGAFREDO,303469,4849
2019,32,MICHAEL RUSSELL WOODS,EF EDUCATION FIRST,303480,4860
2019,33,RUDY MOLARD,GROUPAMA - FDJ,303497,4877
