Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Joe Wilson;Vereinslos / Free Agent;26;27;60.53;60.53;+0.00;Active
Alex Vogel;Vereinslos / Free Agent;27;28;63.63;63.63;+0.00;Active
Ethan Batt;Ericsson - Thule;28;29;65.12;65.12;+0.00;Active
Kiaan Watts;Oatly - Shimano;25;26;65.91;65.91;+0.00;Active
Rafael Steven Pineda;Vereinslos / Free Agent;28;29;65.26;65.26;+0.00;Active
Joshua Kench;GLS Bank - Wahoo;26;27;67.77;67.77;+0.00;Active
Germán Dario Gómez;Generali - Mammut;26;27;69.51;69.51;+0.00;Active
Matthew Dinham;SMA Solar - Bell;27;28;67.06;67.06;+0.00;Active
Adrián Bustamante;Siemens - Wahoo;29;30;68.13;68.13;+0.00;Active
Kévin Vauquelin;Decathlon - Renault;26;27;74.59;74.59;+0.00;Active
Blake Quick;Vaude - Garmin;27;28;67.29;67.29;+0.00;Active
Ari Scott;Vereinslos / Free Agent;25;26;61.04;61.04;+0.00;Active
Adam Kus;Vereinslos / Free Agent;28;29;63.11;63.11;+0.00;Active
Maciej Nocen;Vereinslos / Free Agent;26;27;58.22;58.22;+0.00;Active
Vito Braet;AXA - Lindt;26;27;72.01;72.01;+0.00;Active
Arnaud De Lie;Novartis - SRM;25;26;73.04;73.04;+0.00;Active
Ramses Debruyne;Lego - Bianchi;24;25;70.19;70.19;+0.00;Active
Kacper Majewski;Vereinslos / Free Agent;25;26;63.17;63.17;+0.00;Active
Jacob Ahlsson;Vereinslos / Free Agent;28;29;63.34;63.34;+0.00;Active
Hjalmar Klyver;Vereinslos / Free Agent;25;26;65.64;65.64;+0.00;Active
Marlon Castro;Vereinslos / Free Agent;26;27;61.70;61.70;+0.00;Active
Juan Pablo Restrepo;Vereinslos / Free Agent;27;28;62.24;62.24;+0.00;Active
Andrea Cantoni;Vattenfall - Focus;26;27;65.82;65.82;+0.00;Active
Robin Orins;Vereinslos / Free Agent;25;26;68.66;68.66;+0.00;Active
Toon Clynhens;Vereinslos / Free Agent;26;27;66.92;66.92;+0.00;Active
Axel Laurance;Microsoft - Tacx;26;27;72.43;72.43;+0.00;Active
Rainer Kepplinger;Toyota - Lapierre;29;30;71.84;71.84;+0.00;Active
Luis Gómez;Vereinslos / Free Agent;32;33;62.69;62.69;+0.00;Active
Ladislav Frolek;Vereinslos / Free Agent;25;26;60.62;60.62;+0.00;Active
Takeharu Amano;Vereinslos / Free Agent;25;26;61.10;61.10;+0.00;Active
Elias Maris;Lego - Bianchi;27;28;69.64;69.64;+0.00;Active
Luca De Meester;Lavazza - Pirelli;27;28;67.21;67.21;+0.00;Active
Ceriel Desal;Vereinslos / Free Agent;27;28;67.68;67.68;+0.00;Active
Vincent Van Hemelen;Zalando - Continental;26;27;70.14;70.14;+0.00;Active
Emiel Verstrynge;Falke - Scott;25;26;70.53;70.53;+0.00;Active
Edoardo Zamperini;SMA Solar - Bell;24;25;68.29;68.29;+0.00;Active
Brayan Molano;Vereinslos / Free Agent;24;25;62.46;62.46;+0.00;Active
Senne Thonnon;Vereinslos / Free Agent;24;25;64.37;64.37;+0.00;Active
Per Strand Hagenes;Shimano - Tissot;23;24;71.93;71.93;+0.00;Active
Guillermo García Janeiro;Vereinslos / Free Agent;27;28;60.53;60.53;+0.00;Active
Glen Van Nuffelen;Vereinslos / Free Agent;30;31;61.09;61.09;+0.00;Active
Adrien Lagrée;Vereinslos / Free Agent;30;31;64.70;64.70;+0.00;Active
Florian Dauphin;Decathlon - Renault;28;29;69.38;69.38;+0.00;Active
Mathis Le Berre;Allianz - Giant;26;27;70.92;70.92;+0.00;Active
Tom Paquet;Vereinslos / Free Agent;25;26;64.26;64.26;+0.00;Active
Tim Edvard Pettersen;Vereinslos / Free Agent;24;25;63.52;63.52;+0.00;Active
Rodrigo Álvarez;Vereinslos / Free Agent;27;28;66.94;66.94;+0.00;Active
Jacques Lebreton;Vereinslos / Free Agent;28;29;64.75;64.75;+0.00;Active
Manuele Tarozzi;Microsoft - Tacx;29;30;69.28;69.28;+0.00;Active
Arthur Blanc;Vereinslos / Free Agent;28;29;64.99;64.99;+0.00;Active
Thomas Gachignard;ING - Schwalbe;26;27;71.90;71.90;+0.00;Active
Joost Nat;Vereinslos / Free Agent;25;26;63.71;63.71;+0.00;Active
Dillon Corkery;Generali - Mammut;28;29;68.97;68.97;+0.00;Active
Simon Dehairs;Logitech - SRAM;26;27;67.72;67.72;+0.00;Active
Guillaume Dauschy;Statkraft - Colnago;28;29;66.12;66.12;+0.00;Active
Jenno Berckmoes;AXA - Lindt;26;27;73.01;73.01;+0.00;Active
Nixon Rosero;Vereinslos / Free Agent;25;26;64.73;64.73;+0.00;Active
Marc Brustenga;Vereinslos / Free Agent;27;28;67.68;67.68;+0.00;Active
Jack Bernard Murphy;Vereinslos / Free Agent;27;28;60.49;60.49;+0.00;Active
Yuhi Todome;Vereinslos / Free Agent;25;26;67.18;67.18;+0.00;Active
Itsuki Koide;Vereinslos / Free Agent;27;28;62.08;62.08;+0.00;Active
Felix Stehli;Ricola - Simplon;26;27;66.13;66.13;+0.00;Active
Nils Brun;Novartis - SRM;27;28;68.71;68.71;+0.00;Active
Mattéo Vercher;VW - Continental - Rose;26;27;70.02;70.02;+0.00;Active
Brendan Le Cam;Vereinslos / Free Agent;27;28;62.94;62.94;+0.00;Active
Noah Knecht;Vereinslos / Free Agent;26;27;63.55;63.55;+0.00;Active
Antoine Huby;Zalando - Continental;26;27;70.40;70.40;+0.00;Active
Kylian Senicourt;Vereinslos / Free Agent;25;26;65.71;65.71;+0.00;Active
Lenny Martinez;Michelin - Look;23;24;74.55;74.55;+0.00;Active
Maxime Richard;Vereinslos / Free Agent;27;28;63.69;63.69;+0.00;Active
Rasmus Søjberg Pedersen;Toyota - Lapierre;24;25;71.10;71.10;+0.00;Active
Simon Bak;Bosch - Deuter;26;27;67.39;67.39;+0.00;Active
Lucas Lopes;Vereinslos / Free Agent;24;25;67.55;67.55;+0.00;Active
Cole Kessler;GLS Bank - Wahoo;24;25;66.88;66.88;+0.00;Active
Darren Rafferty;Philips - Santander;24;25;71.10;71.10;+0.00;Active
Giulio Pellizzari;VW - Continental - Rose;23;24;72.46;72.46;+0.00;Active
Manuel Oioli;Vereinslos / Free Agent;24;25;66.96;66.96;+0.00;Active
Ola Sylling;Vereinslos / Free Agent;24;25;60.32;60.32;+0.00;Active
Mathieu Kockelmann;Barilla - Zwift;23;24;67.98;67.98;+0.00;Active
Alexander Arnt Hansen;VW - Continental - Rose;24;25;67.60;67.60;+0.00;Active
Reid Kinniburgh;Vereinslos / Free Agent;24;25;62.36;62.36;+0.00;Active
Zak Coleman;Sennheiser - Michelin;28;29;66.41;66.41;+0.00;Active
Adam Kelly;Vereinslos / Free Agent;27;28;61.43;61.43;+0.00;Active
Braden Kersey;Vereinslos / Free Agent;25;26;60.00;60.00;+0.00;Active
Mateusz Gajdulewicz;Vereinslos / Free Agent;23;24;66.85;66.85;+0.00;Active
Jente Michels;Samsung - Cube;24;25;69.32;69.32;+0.00;Active
Maxence Place;Allianz - Giant;23;24;67.92;67.92;+0.00;Active
Leander Van Hautegem;Spotify - Cervelo;24;25;68.48;68.48;+0.00;Active
Luke Valenti;Vereinslos / Free Agent;23;24;64.43;64.43;+0.00;Active
Charles Duquette;Vereinslos / Free Agent;24;25;61.27;61.27;+0.00;Active
David Dube;Vereinslos / Free Agent;27;28;61.99;61.99;+0.00;Active
Francis Izquierdo-Bernier;Vereinslos / Free Agent;29;30;63.26;63.26;+0.00;Active
Tom Mainguenaud;Lavazza - Pirelli;26;27;66.41;66.41;+0.00;Active
Damien Ridel;Vereinslos / Free Agent;27;28;62.70;62.70;+0.00;Active
Théo Cotard;Vereinslos / Free Agent;27;28;63.87;63.87;+0.00;Active
Nolann Mahoudo;Generali - Mammut;24;25;68.84;68.84;+0.00;Active
Tyler Hannay;Volvic - Corratec;23;24;65.34;65.34;+0.00;Active
Milan Vader;Orange - Ridley;31;32;70.83;70.83;+0.00;Active
Kamiel Bonneu;Ferrero - Giro;27;28;70.82;70.82;+0.00;Active
Jochem Kerckhaert;Barilla - Zwift;26;27;65.55;65.55;+0.00;Active
Liam Morrison;Vereinslos / Free Agent;27;28;55.75;55.75;+0.00;Active
Oliver Grave;Vereinslos / Free Agent;25;26;61.76;61.76;+0.00;Active
Adam Francis;Vereinslos / Free Agent;24;25;58.93;58.93;+0.00;Active
Thibaud Gruel;Philips - Santander;23;24;71.17;71.17;+0.00;Active
Aaron Dockx;SAP - Canyon;23;24;71.51;71.51;+0.00;Active
Gustav Thompson;Vereinslos / Free Agent;25;26;60.31;60.31;+0.00;Active
Albin Stålberg;Vereinslos / Free Agent;26;27;63.66;63.66;+0.00;Active
Rémi Lelandais;Statkraft - Colnago;24;25;66.32;66.32;+0.00;Active
Mees Vlot;Vereinslos / Free Agent;22;23;64.61;64.61;+0.00;Active
Nicklas Fonnesbech;Vereinslos / Free Agent;23;24;62.16;62.16;+0.00;Active
Niels De Clerck;Vereinslos / Free Agent;23;24;65.16;65.16;+0.00;Active
Euan Woodliffe;Vereinslos / Free Agent;23;24;65.09;65.09;+0.00;Active
Patrick Frydkjær;ING - Schwalbe;22;23;68.38;68.38;+0.00;Active
Lars Craps;Shimano - Tissot;25;26;71.41;71.41;+0.00;Active
Harry Birchill;Lavazza - Pirelli;26;27;66.88;66.88;+0.00;Active
Pelle Køster;Endura - Vittoria;24;25;64.70;64.70;+0.00;Active
Marcel Peschges;Vereinslos / Free Agent;31;32;62.64;62.64;+0.00;Active
Carlos Mac Pherson;Vereinslos / Free Agent;28;29;62.06;62.06;+0.00;Active
Loïs Saubère;Vereinslos / Free Agent;23;24;62.38;62.38;+0.00;Active
Mirko Bozzola;Vereinslos / Free Agent;23;24;64.83;64.83;+0.00;Active
Tobias Müller;Danone - Fizik;23;24;68.29;68.29;+0.00;Active
Lénaïc Langella;Siemens - Wahoo;23;24;67.35;67.35;+0.00;Active
William Eaves;Vereinslos / Free Agent;23;24;65.70;65.70;+0.00;Active
William Hardin;Vereinslos / Free Agent;29;30;62.51;62.51;+0.00;Active
Johannes Kulset;Allianz - Giant;23;24;71.14;71.14;+0.00;Active
Nathan Pruner;Vereinslos / Free Agent;25;26;63.71;63.71;+0.00;Active
Axel Narbonne-Zuccarelli;Dassault - Time;29;30;65.87;65.87;+0.00;Active
Edinson Alejandro Callejas;Generali - Mammut;26;27;68.85;68.85;+0.00;Active
Alexy Faure-Prost;Ikea - Adidas;23;24;69.24;69.24;+0.00;Active
Louis Leidert;GLS Bank - Wahoo;22;23;67.17;67.17;+0.00;Active
Killian Théot;Deutsche Bahn - Stevens;28;29;67.64;67.64;+0.00;Active
Louis Raymond;Vereinslos / Free Agent;23;24;60.48;60.48;+0.00;Active
Jonah Killy;Vereinslos / Free Agent;24;25;62.41;62.41;+0.00;Active
Kieran Haug;Vereinslos / Free Agent;24;25;65.39;65.39;+0.00;Active
Tobias Klein;Vaude - Garmin;23;24;65.38;65.38;+0.00;Active
Brody McDonald;Vereinslos / Free Agent;24;25;65.01;65.01;+0.00;Active
Ian Williams;Vereinslos / Free Agent;24;25;60.17;60.17;+0.00;Active
James Hilyer;Vereinslos / Free Agent;31;32;62.13;62.13;+0.00;Active
Andrew Frank;Vereinslos / Free Agent;29;30;60.49;60.49;+0.00;Active
Derenik Beauregard;Vereinslos / Free Agent;24;25;61.11;61.11;+0.00;Active
Owen Wright;Vereinslos / Free Agent;29;30;64.33;64.33;+0.00;Active
Tayne Andrade;Vereinslos / Free Agent;28;29;62.16;62.16;+0.00;Active
Arthur Liardet;Vereinslos / Free Agent;26;27;63.34;63.34;+0.00;Active
Theodore Mbyayingabo;Vereinslos / Free Agent;26;27;58.40;58.40;+0.00;Active
Gonçalo Oliveira;Vereinslos / Free Agent;26;27;60.68;60.68;+0.00;Active
Yoshio Watase;Vereinslos / Free Agent;26;27;56.18;56.18;+0.00;Active
Junki Kimura;Vereinslos / Free Agent;28;29;62.05;62.05;+0.00;Active
Tobias Kreuzer;Vereinslos / Free Agent;26;27;61.05;61.05;+0.00;Active
Giovanni Gazzola;Vereinslos / Free Agent;25;26;60.45;60.45;+0.00;Active
Tom Mai;Vereinslos / Free Agent;26;27;57.78;57.78;+0.00;Active
Timo Behrens;Vereinslos / Free Agent;25;26;59.24;59.24;+0.00;Active
David Davenport;Vereinslos / Free Agent;25;26;57.33;57.33;+0.00;Active
Samuel Herrera;Vereinslos / Free Agent;25;26;63.37;63.37;+0.00;Active
Pablo Paredes;Vereinslos / Free Agent;24;25;62.30;62.30;+0.00;Active
Juan David Zuluaga;Vereinslos / Free Agent;26;27;60.24;60.24;+0.00;Active
Santiago Velez;Vereinslos / Free Agent;25;26;61.41;61.41;+0.00;Active
Julián Osorio;Vereinslos / Free Agent;25;26;58.49;58.49;+0.00;Active
Hugo Leandro Carvajal;Vereinslos / Free Agent;25;26;55.61;55.61;+0.00;Active
Santiago Ramírez Duque;Vereinslos / Free Agent;28;29;63.55;63.55;+0.00;Active
Iván Ojeda;Vereinslos / Free Agent;25;26;62.90;62.90;+0.00;Active
Orion Child;Vereinslos / Free Agent;24;25;58.88;58.88;+0.00;Active
Juan Pablo Ortega;Vereinslos / Free Agent;23;24;64.20;64.20;+0.00;Active
Ama Nsek;Vereinslos / Free Agent;27;28;58.85;58.85;+0.00;Active
Brayan Revete;Vereinslos / Free Agent;27;28;60.01;60.01;+0.00;Active
Germán Rincón;Vereinslos / Free Agent;28;29;59.79;59.79;+0.00;Active
Edgardo Molina;Vereinslos / Free Agent;27;28;60.44;60.44;+0.00;Active
Javier Alexander Villasmil;Vereinslos / Free Agent;28;29;58.97;58.97;+0.00;Active
Cassius Anderson;Vereinslos / Free Agent;24;25;59.02;59.02;+0.00;Active
Gabriel Gutierrez Flores;Vereinslos / Free Agent;32;33;59.13;59.13;+0.00;Active
Lucas Huesman;Vereinslos / Free Agent;24;25;57.85;57.85;+0.00;Active
Alexander Marr;Vereinslos / Free Agent;29;30;60.71;60.71;+0.00;Active
Maksimuss Andersons;Vereinslos / Free Agent;25;26;59.02;59.02;+0.00;Active
Sean Guydish;Vereinslos / Free Agent;27;28;61.29;61.29;+0.00;Active
Patton Sims;Vereinslos / Free Agent;26;27;59.94;59.94;+0.00;Active
Andrew Strohmeyer;Vereinslos / Free Agent;25;26;61.84;61.84;+0.00;Active
Shay Wright;Vereinslos / Free Agent;24;25;59.70;59.70;+0.00;Active
Hernan Gómez Joya;Vereinslos / Free Agent;31;32;61.30;61.30;+0.00;Active
Anthuar González;Vereinslos / Free Agent;24;25;61.47;61.47;+0.00;Active
Edwin Avella;Vereinslos / Free Agent;27;28;61.51;61.51;+0.00;Active
Ricard Fitó;BASF - Selle Italia;23;24;65.37;65.37;+0.00;Active
Zakariya Jackson;Vereinslos / Free Agent;25;26;59.51;59.51;+0.00;Active
Fabricio Castillo;Vereinslos / Free Agent;25;26;58.11;58.11;+0.00;Active
Hamish Strachan;Vereinslos / Free Agent;25;26;58.64;58.64;+0.00;Active
Victor Emiliano Lopez;Vereinslos / Free Agent;28;29;61.94;61.94;+0.00;Active
Steyn Lamberink;Vereinslos / Free Agent;25;26;57.65;57.65;+0.00;Active
Christian Rush;Vereinslos / Free Agent;25;26;59.44;59.44;+0.00;Active
Olav Wallinga;Vereinslos / Free Agent;30;31;58.79;58.79;+0.00;Active
Jelmer Ligtenberg;Vereinslos / Free Agent;28;29;60.39;60.39;+0.00;Active
Tommaso Tessiore;Vereinslos / Free Agent;24;25;63.67;63.67;+0.00;Active
Jens Bassa;Vereinslos / Free Agent;24;25;58.22;58.22;+0.00;Active
Kevin Reuvers;Vereinslos / Free Agent;27;28;61.62;61.62;+0.00;Active
Ruben van Randeraat;Vereinslos / Free Agent;26;27;61.52;61.52;+0.00;Active
Simon Haberlah;Vereinslos / Free Agent;30;31;57.26;57.26;+0.00;Active
Kelvin van den Dool;Vereinslos / Free Agent;31;32;61.63;61.63;+0.00;Active
Jelle ter Weeme;Vereinslos / Free Agent;26;27;61.33;61.33;+0.00;Active
Mees Willemsen;Vereinslos / Free Agent;27;28;59.38;59.38;+0.00;Active
Jhoan Sebastian Lesmes;Vereinslos / Free Agent;27;28;59.48;59.48;+0.00;Active
Gonzalo Romero;Vereinslos / Free Agent;27;28;57.39;57.39;+0.00;Active
Bram Kras;Vereinslos / Free Agent;26;27;62.29;62.29;+0.00;Active
Rick van der Poel;Vereinslos / Free Agent;25;26;58.39;58.39;+0.00;Active
Bruno van Beek;Vereinslos / Free Agent;27;28;58.85;58.85;+0.00;Active
Tjalle de Bruin;Vereinslos / Free Agent;25;26;64.25;64.25;+0.00;Active
Agustin Marcelo Martinez;Vereinslos / Free Agent;29;30;63.14;63.14;+0.00;Active
Kyle Aitken;Vereinslos / Free Agent;23;24;61.79;61.79;+0.00;Active
Redmond Connolly;Vereinslos / Free Agent;23;24;60.69;60.69;+0.00;Active
Daniel Bridgwater;Vereinslos / Free Agent;31;32;60.92;60.92;+0.00;Active
Lucas Murphy;Vereinslos / Free Agent;25;26;63.19;63.19;+0.00;Active
Finlay Walsh;Vereinslos / Free Agent;24;25;64.71;64.71;+0.00;Active
Joshua Beikoff;Vereinslos / Free Agent;28;29;62.08;62.08;+0.00;Active
Sam Medlicott;Vereinslos / Free Agent;28;29;62.31;62.31;+0.00;Active
Finn Mitchell;Vereinslos / Free Agent;26;27;63.56;63.56;+0.00;Active
Corby Price;Vereinslos / Free Agent;31;32;59.86;59.86;+0.00;Active
Benino Hans;Vereinslos / Free Agent;25;26;59.20;59.20;+0.00;Active
Patrick Grasl;Vereinslos / Free Agent;29;30;59.29;59.29;+0.00;Active
Joe Inglis;Vereinslos / Free Agent;26;27;58.16;58.16;+0.00;Active
Jakov Beirlaen;Vereinslos / Free Agent;23;24;60.55;60.55;+0.00;Active
Sander De Vet;BASF - Selle Italia;26;27;65.04;65.04;+0.00;Active
Giovanni Laurent;Vereinslos / Free Agent;26;27;60.84;60.84;+0.00;Active
Robbe Desimpelaere;Vereinslos / Free Agent;25;26;57.88;57.88;+0.00;Active
Sean Bero;Vereinslos / Free Agent;28;29;62.21;62.21;+0.00;Active
Nils Verheyen;Vereinslos / Free Agent;25;26;62.01;62.01;+0.00;Active
Arne Van Cauwenberghe;Vereinslos / Free Agent;24;25;62.00;62.00;+0.00;Active
Arthur Meyer;Vereinslos / Free Agent;26;27;64.95;64.95;+0.00;Active
Léon Picard;Vereinslos / Free Agent;24;25;62.14;62.14;+0.00;Active
Romain Arcangeli;Vereinslos / Free Agent;28;29;61.93;61.93;+0.00;Active
Clément Delcros;Vereinslos / Free Agent;27;28;65.90;65.90;+0.00;Active
Camden Feint;Vereinslos / Free Agent;25;26;63.06;63.06;+0.00;Active
Mathis Guay;Vereinslos / Free Agent;24;25;64.10;64.10;+0.00;Active
Clément Izquierdo;Philips - Santander;25;26;69.65;69.65;+0.00;Active
Léopold Perrot;Vereinslos / Free Agent;25;26;61.02;61.02;+0.00;Active
Jérôme Raus;Vereinslos / Free Agent;24;25;64.53;64.53;+0.00;Active
Gabriel Roger;Vereinslos / Free Agent;27;28;62.01;62.01;+0.00;Active
Jules Brunet Dunand;Vereinslos / Free Agent;25;26;62.18;62.18;+0.00;Active
Simon Robin;Vereinslos / Free Agent;26;27;63.68;63.68;+0.00;Active
Baptiste Troja;Vereinslos / Free Agent;24;25;64.19;64.19;+0.00;Active
Émilien Vandermeersch;Vereinslos / Free Agent;28;29;62.76;62.76;+0.00;Active
Albin Bedini;Vereinslos / Free Agent;24;25;63.27;63.27;+0.00;Active
Clément Javouhey;Vereinslos / Free Agent;28;29;63.22;63.22;+0.00;Active
Thibault Rollée;Vereinslos / Free Agent;24;25;62.29;62.29;+0.00;Active
Simon Michel;Vereinslos / Free Agent;25;26;61.79;61.79;+0.00;Active
Ilan Guern;Vereinslos / Free Agent;25;26;62.38;62.38;+0.00;Active
Maxime Jolly;Vereinslos / Free Agent;26;27;64.09;64.09;+0.00;Active
Amir Arslan Ansari;Vereinslos / Free Agent;27;28;59.86;59.86;+0.00;Active
David Risberg;Vereinslos / Free Agent;27;28;59.78;59.78;+0.00;Active
Axel Persmeen;Vereinslos / Free Agent;23;24;60.79;60.79;+0.00;Active
Filip Karlsson;Vereinslos / Free Agent;26;27;55.54;55.54;+0.00;Active
Quentin Bourg;Vereinslos / Free Agent;26;27;63.12;63.12;+0.00;Active
Marius Macé;Vereinslos / Free Agent;24;25;64.75;64.75;+0.00;Active
Léandre Huck;Vereinslos / Free Agent;26;27;64.23;64.23;+0.00;Active
Alexis Pierre;Vereinslos / Free Agent;28;29;64.90;64.90;+0.00;Active
Pierre Chartier;Vereinslos / Free Agent;26;27;61.07;61.07;+0.00;Active
Stefano Rizza;Vereinslos / Free Agent;26;27;61.98;61.98;+0.00;Active
Stefano Baffi;Vereinslos / Free Agent;28;29;63.29;63.29;+0.00;Active
Lorenzo Farinati;Vereinslos / Free Agent;24;25;62.90;62.90;+0.00;Active
Immanuel D'Aniello;Vereinslos / Free Agent;25;26;63.70;63.70;+0.00;Active
Andrea De Totto;Vereinslos / Free Agent;27;28;63.94;63.94;+0.00;Active
Clément Simonin;Vereinslos / Free Agent;32;33;59.78;59.78;+0.00;Active
Miguel Correia;Vereinslos / Free Agent;25;26;59.70;59.70;+0.00;Active
Bernardo Jorge;Vereinslos / Free Agent;26;27;61.59;61.59;+0.00;Active
Henrik Holm;Vereinslos / Free Agent;28;29;54.09;54.09;+0.00;Active
Joel Rydergren;Vereinslos / Free Agent;26;27;60.56;60.56;+0.00;Active
José Dias;Vereinslos / Free Agent;27;28;61.48;61.48;+0.00;Active
Pedro Castro Pinto;Vereinslos / Free Agent;23;24;62.92;62.92;+0.00;Active
Wout Vervoort;Vereinslos / Free Agent;26;27;61.14;61.14;+0.00;Active
Loïs Paul;Vereinslos / Free Agent;23;24;58.35;58.35;+0.00;Active
Dries Grosemans;Vereinslos / Free Agent;23;24;59.62;59.62;+0.00;Active
Lars Put;Vereinslos / Free Agent;27;28;60.92;60.92;+0.00;Active
João Oliveira;Vereinslos / Free Agent;25;26;57.67;57.67;+0.00;Active
Nicholas Tabares;Vereinslos / Free Agent;26;27;61.60;61.60;+0.00;Active
Emanuel Maia;Vereinslos / Free Agent;23;24;59.84;59.84;+0.00;Active
Sander Rietjens;Vereinslos / Free Agent;29;30;64.20;64.20;+0.00;Active
Thomas Koldkjær Decker;Vereinslos / Free Agent;27;28;60.11;60.11;+0.00;Active
Mikkel Kastrup;Vereinslos / Free Agent;27;28;60.51;60.51;+0.00;Active
Jonas Sørensen;Vereinslos / Free Agent;25;26;60.37;60.37;+0.00;Active
Christian Gorm;Vereinslos / Free Agent;29;30;64.30;64.30;+0.00;Active
Lucas Lorentsen;Vereinslos / Free Agent;23;24;60.76;60.76;+0.00;Active
Magnus Machholdt;Vereinslos / Free Agent;24;25;61.84;61.84;+0.00;Active
Rasmus Bisgaard Olsen;Vereinslos / Free Agent;23;24;58.56;58.56;+0.00;Active
Eugene Cross;Vereinslos / Free Agent;28;29;61.73;61.73;+0.00;Active
Mathias Kirk;Vereinslos / Free Agent;31;32;59.98;59.98;+0.00;Active
Rasmus Lundtoft Lindbjerg;Vereinslos / Free Agent;27;28;63.10;63.10;+0.00;Active
Carl Jolly;Vereinslos / Free Agent;27;28;62.84;62.84;+0.00;Active
Charlie Lacaille;Vereinslos / Free Agent;28;29;59.19;59.19;+0.00;Active
Daniel Yon Hin;Vereinslos / Free Agent;25;26;58.85;58.85;+0.00;Active
Szymon Lapsa;Vereinslos / Free Agent;25;26;60.43;60.43;+0.00;Active
Jakub Malachowski;Vereinslos / Free Agent;26;27;60.36;60.36;+0.00;Active
Markus Bugge;Vereinslos / Free Agent;28;29;61.73;61.73;+0.00;Active
Kacper Bartkowski;Vereinslos / Free Agent;25;26;58.36;58.36;+0.00;Active
Radoslaw Kiraga;Vereinslos / Free Agent;25;26;56.10;56.10;+0.00;Active
Lauge Woer;Vereinslos / Free Agent;25;26;61.06;61.06;+0.00;Active
Erick Lavado;Vereinslos / Free Agent;26;27;58.22;58.22;+0.00;Active
Alejandro Jerson Paez;Vereinslos / Free Agent;24;25;54.87;54.87;+0.00;Active
James Brown;Vereinslos / Free Agent;25;26;58.19;58.19;+0.00;Active
Freddie Grover;Vereinslos / Free Agent;26;27;60.21;60.21;+0.00;Active
Christian Edensteen Buyle;Vereinslos / Free Agent;28;29;59.72;59.72;+0.00;Active
Casper Hope;Vereinslos / Free Agent;24;25;59.49;59.49;+0.00;Active
Sam Kettlewell;Vereinslos / Free Agent;25;26;60.22;60.22;+0.00;Active
George Kimber;Vereinslos / Free Agent;27;28;63.01;63.01;+0.00;Active
William Perrett;Vereinslos / Free Agent;30;31;63.22;63.22;+0.00;Active
Matti Dobbins;Vereinslos / Free Agent;26;27;62.40;62.40;+0.00;Active
Inigo Hawkings;Vereinslos / Free Agent;28;29;57.98;57.98;+0.00;Active
Aaron Stone;Vereinslos / Free Agent;26;27;60.32;60.32;+0.00;Active
Bailey Swan;Vereinslos / Free Agent;24;25;61.88;61.88;+0.00;Active
Clemens Averdung;Vereinslos / Free Agent;28;29;60.19;60.19;+0.00;Active
Sverre Schøyen Stiansen;Vereinslos / Free Agent;23;24;61.30;61.30;+0.00;Active
Emil Åberg;Vereinslos / Free Agent;28;29;53.27;53.27;+0.00;Active
Jørgen Songstad;Vereinslos / Free Agent;25;26;62.69;62.69;+0.00;Active
Silas Graf;Vereinslos / Free Agent;28;29;63.88;63.88;+0.00;Active
Heiko Homrighausen;Vereinslos / Free Agent;30;31;63.92;63.92;+0.00;Active
Björn Traenckner;Vereinslos / Free Agent;28;29;62.98;62.98;+0.00;Active
Jørgen Dragsten;Vereinslos / Free Agent;27;28;58.45;58.45;+0.00;Active
Even Lystad Dybwad;Vereinslos / Free Agent;23;24;62.51;62.51;+0.00;Active
Nicolai Guntvedt;Vereinslos / Free Agent;24;25;61.74;61.74;+0.00;Active
Jørgen Korstad;Vereinslos / Free Agent;28;29;55.93;55.93;+0.00;Active
Sindre Sagbakken;Vereinslos / Free Agent;25;26;59.73;59.73;+0.00;Active
Kasper Steen Enstad;Vereinslos / Free Agent;26;27;61.19;61.19;+0.00;Active
Thiemen Vanderplasschen;Vereinslos / Free Agent;24;25;61.80;61.80;+0.00;Active
Johannes Banzer;Vereinslos / Free Agent;28;29;60.87;60.87;+0.00;Active
Jonas Nordal;Vereinslos / Free Agent;29;30;63.30;63.30;+0.00;Active
Baptiste Chérion;Vereinslos / Free Agent;27;28;61.36;61.36;+0.00;Active
Jitse Breeuwsma;Vereinslos / Free Agent;27;28;58.53;58.53;+0.00;Active
Antoine Olard;Vereinslos / Free Agent;29;30;59.90;59.90;+0.00;Active
Luka Dragar;Vereinslos / Free Agent;25;26;59.25;59.25;+0.00;Active
Jakob Klemencic;Vereinslos / Free Agent;24;25;54.61;54.61;+0.00;Active
Gustav Reck;Vereinslos / Free Agent;23;24;53.70;53.70;+0.00;Active
Simon Cederfjord;Vereinslos / Free Agent;25;26;55.91;55.91;+0.00;Active
Martin Røste Omdahl;Vereinslos / Free Agent;29;30;59.88;59.88;+0.00;Active
Mathis Azzaro;Vereinslos / Free Agent;27;28;62.89;62.89;+0.00;Active
Gastón Moya;Vereinslos / Free Agent;30;31;60.17;60.17;+0.00;Active
Leo Charrois;Vereinslos / Free Agent;28;29;61.06;61.06;+0.00;Active
Aubin Vasseur;Vereinslos / Free Agent;25;26;63.10;63.10;+0.00;Active
Ed Morgan;Vereinslos / Free Agent;26;27;63.31;63.31;+0.00;Active
Diogo Pereira;Vereinslos / Free Agent;24;25;59.96;59.96;+0.00;Active
