Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Lukas Rüegg;Vereinslos / Free Agent;30;35;67.41;67.28;-0.13;Active
Tadej Pogacar;Philips - Santander;28;33;81.49;81.36;-0.13;Active
Ken Conter;Vereinslos / Free Agent;28;33;62.33;62.20;-0.13;Active
Riccardo Verza;Alstom - Ghost;29;34;66.17;66.04;-0.13;Retired
Eusebio Pascual;Vereinslos / Free Agent;32;37;62.93;62.80;-0.13;Retired
Álex Jaime;Lavazza - Pirelli;28;33;68.22;68.09;-0.13;Active
Johannes Kaufmann;Vereinslos / Free Agent;30;35;56.17;56.04;-0.13;Active
Louis Hardouin;Logitech - SRAM;26;31;66.19;66.06;-0.13;Active
Brent Rees;Vereinslos / Free Agent;28;33;62.44;62.31;-0.13;Active
David Gaona;Vereinslos / Free Agent;30;35;60.53;60.40;-0.13;Retired
Kazuyuki Uemasu;Vereinslos / Free Agent;30;35;53.04;52.91;-0.13;Retired
Jan Vone;Vereinslos / Free Agent;26;31;58.92;58.79;-0.13;Active
Francisco Peñuela;Haribo - Specialized;26;31;68.31;68.18;-0.13;Active
Kiaan Watts;Oatly - Shimano;25;30;65.91;65.78;-0.13;Active
Adrien Lagrée;Vereinslos / Free Agent;30;35;64.70;64.57;-0.13;Active
Daniel Stampe;Vereinslos / Free Agent;30;35;68.08;67.95;-0.13;Retired
Pablo Paredes;Vereinslos / Free Agent;24;29;62.30;62.17;-0.13;Active
Oskar Persson;Vereinslos / Free Agent;36;41;59.67;59.54;-0.13;Retired
Kacper Bartkowski;Vereinslos / Free Agent;25;30;58.36;58.23;-0.13;Active
Simon Cederfjord;Vereinslos / Free Agent;25;30;55.91;55.78;-0.13;Active
Jonas Rickaert;Swiss Re - BMC;33;38;70.69;70.55;-0.14;Retired
Stef Krul;Vereinslos / Free Agent;31;36;62.76;62.62;-0.14;Retired
Joaquim Silva;Patagonia - Fuji;35;40;67.75;67.61;-0.14;Retired
Lindsay De Vylder;Vereinslos / Free Agent;32;37;68.21;68.07;-0.14;Retired
Matthew Gibson;Vereinslos / Free Agent;30;35;64.80;64.66;-0.14;Retired
Brandon McNulty;Toyota - Lapierre;29;34;74.92;74.78;-0.14;Active
Alfdan De Decker;Vereinslos / Free Agent;30;35;61.63;61.49;-0.14;Active
Clément Champoussin;Michelin - Look;29;34;73.18;73.04;-0.14;Active
Andrea Berzi;Vereinslos / Free Agent;27;32;63.00;62.86;-0.14;Active
Joel Nicolau;Falke - Scott;29;34;70.86;70.72;-0.14;Active
Ryan Schilt;Vereinslos / Free Agent;29;34;58.66;58.52;-0.14;Active
Enzo Boulet;Vereinslos / Free Agent;24;29;64.98;64.84;-0.14;Active
Bendegúz Mátyás Nagy;Vereinslos / Free Agent;25;30;60.46;60.32;-0.14;Active
Victor Grue Enggaard;Vereinslos / Free Agent;26;31;64.66;64.52;-0.14;Active
Antonio Polga;Vereinslos / Free Agent;28;33;61.71;61.57;-0.14;Active
Rui Silva;Vereinslos / Free Agent;26;31;59.88;59.74;-0.14;Active
Luis Pinto;Vereinslos / Free Agent;31;36;63.32;63.18;-0.14;Retired
Alexandre Desroches;Vereinslos / Free Agent;28;33;64.33;64.19;-0.14;Retired
Kilian Steigner;Vereinslos / Free Agent;27;32;56.96;56.82;-0.14;Active
Mavric Beaune;Vereinslos / Free Agent;25;30;63.09;62.95;-0.14;Active
Hayato Nishio;Vereinslos / Free Agent;33;38;63.04;62.90;-0.14;Retired
Jarno Bellens;Sennheiser - Michelin;26;31;65.41;65.27;-0.14;Active
David Hird;Vereinslos / Free Agent;25;30;62.41;62.27;-0.14;Active
Koki Shirakawa;Vereinslos / Free Agent;30;35;60.33;60.19;-0.14;Active
Max Kroonen;Vereinslos / Free Agent;26;31;65.23;65.09;-0.14;Active
Nahuel D'Aquila;Vereinslos / Free Agent;29;34;62.34;62.20;-0.14;Retired
Alex Bogna;Vereinslos / Free Agent;25;30;65.02;64.88;-0.14;Active
Clément Izquierdo;Philips - Santander;25;30;69.65;69.51;-0.14;Active
Clemens Averdung;Vereinslos / Free Agent;28;33;60.19;60.05;-0.14;Active
Heiko Homrighausen;Vereinslos / Free Agent;30;35;63.92;63.78;-0.14;Active
Armin Holzknecht;Vereinslos / Free Agent;29;34;57.17;57.02;-0.15;Retired
Enmanuel Viloria;Vereinslos / Free Agent;25;30;62.87;62.72;-0.15;Active
Aimé De Gendt;Michelin - Look;33;38;70.62;70.47;-0.15;Retired
Andreas Stokbro;Zalando - Continental;30;35;70.41;70.26;-0.15;Active
Chris Hamilton;Ikea - Adidas;32;37;70.23;70.08;-0.15;Retired
Sean McKenna;Vereinslos / Free Agent;33;38;57.24;57.09;-0.15;Retired
Jai Hindley;VW - Continental - Rose;31;36;73.99;73.84;-0.15;Active
Mathias Norsgaard;Zalando - Continental;30;35;69.38;69.23;-0.15;Active
Matej Zahálka;Vereinslos / Free Agent;33;38;66.08;65.93;-0.15;Retired
Rubén Acosta;Vereinslos / Free Agent;30;35;65.49;65.34;-0.15;Active
Mathias Matz;Vereinslos / Free Agent;29;34;63.06;62.91;-0.15;Active
Thimo Willems;Haribo - Specialized;31;36;67.49;67.34;-0.15;Retired
Santiago Buitrago;Allianz - Giant;27;32;75.04;74.89;-0.15;Active
Sergio Geerlings Martínez;Vereinslos / Free Agent;24;29;64.34;64.19;-0.15;Active
Tony Périou;Vereinslos / Free Agent;31;36;64.30;64.15;-0.15;Retired
Maximilien Provost;Vereinslos / Free Agent;27;32;63.67;63.52;-0.15;Active
Liam Flanagan;Vereinslos / Free Agent;26;31;63.59;63.44;-0.15;Active
Tristan Saunders;Deutsche Bahn - Stevens;27;32;65.20;65.05;-0.15;Active
Aurélien Achetkueyini;Vereinslos / Free Agent;30;35;60.08;59.93;-0.15;Active
André Soares;Vereinslos / Free Agent;28;33;55.26;55.11;-0.15;Active
Lucas Grieco;Vereinslos / Free Agent;24;29;62.89;62.74;-0.15;Active
David Domonoske;Vereinslos / Free Agent;29;34;59.82;59.67;-0.15;Retired
Joe Howcroft;Vereinslos / Free Agent;26;31;62.78;62.63;-0.15;Active
Chris Ernst;Vereinslos / Free Agent;27;32;62.72;62.57;-0.15;Active
Hayden Strong;Vereinslos / Free Agent;29;34;63.42;63.27;-0.15;Retired
Will Gleason;Vereinslos / Free Agent;34;39;59.68;59.53;-0.15;Retired
Evan Bausbacher;Vereinslos / Free Agent;28;33;60.73;60.58;-0.15;Active
Lucio Pierantozzi;Vereinslos / Free Agent;28;33;64.69;64.54;-0.15;Active
Taro Okuyama;Vereinslos / Free Agent;31;36;55.89;55.74;-0.15;Retired
Oliver Stenning;Vereinslos / Free Agent;29;34;64.41;64.26;-0.15;Active
Lucas Carstensen;Vereinslos / Free Agent;33;38;65.58;65.43;-0.15;Retired
Adam Kus;Vereinslos / Free Agent;28;33;63.11;62.96;-0.15;Active
Owen Wright;Vereinslos / Free Agent;29;34;64.33;64.18;-0.15;Active
Victor Emiliano Lopez;Vereinslos / Free Agent;28;33;61.94;61.79;-0.15;Active
Steyn Lamberink;Vereinslos / Free Agent;25;30;57.65;57.50;-0.15;Active
Mees Willemsen;Vereinslos / Free Agent;27;32;59.38;59.23;-0.15;Active
William Perrett;Vereinslos / Free Agent;30;35;63.22;63.07;-0.15;Active
Simon Pellaud;Zalando - Continental;34;39;68.09;67.93;-0.16;Retired
Romain Combaud;Ikea - Adidas;36;41;67.97;67.81;-0.16;Retired
Mauricio Irua;Vereinslos / Free Agent;26;31;61.56;61.40;-0.16;Active
Cole Tamburri;Vereinslos / Free Agent;28;33;60.03;59.87;-0.16;Active
Kasper Øhlenschlæger;Vereinslos / Free Agent;25;30;62.08;61.92;-0.16;Active
Krists Neilands;Toyota - Lapierre;32;37;72.07;71.91;-0.16;Retired
Luís Gomes;Vattenfall - Focus;33;38;67.21;67.05;-0.16;Retired
Naoya Yoshioka;Vereinslos / Free Agent;35;40;63.54;63.38;-0.16;Retired
Cédric Raymackers;Vereinslos / Free Agent;35;40;60.72;60.56;-0.16;Retired
Stefan Bissegger;Nintendo - Colnago;28;33;72.96;72.80;-0.16;Active
Jan Rajchart;Vereinslos / Free Agent;31;36;58.52;58.36;-0.16;Active
Manuel Peñalver;Vereinslos / Free Agent;28;33;67.67;67.51;-0.16;Active
André Carvalho;Dassault - Time;29;34;66.45;66.29;-0.16;Active
Florian Vermeersch;Toyota - Lapierre;28;33;73.52;73.36;-0.16;Active
Camilo Ardila;Carl Zeiss - Felt;28;33;67.74;67.58;-0.16;Active
Eddy Finé;Orange - Ridley;29;34;68.67;68.51;-0.16;Active
Samuel Gaze;Google - Pinarello;31;36;68.97;68.81;-0.16;Active
Orluis Aular;Novartis - SRM;30;35;71.89;71.73;-0.16;Active
Marco Frigo;Spotify - Cervelo;27;32;71.78;71.62;-0.16;Active
Márton Dina;Michelin - Look;31;36;69.88;69.72;-0.16;Retired
Samuele Zoccarato;Ikea - Adidas;29;34;70.03;69.87;-0.16;Active
Marvin Hammerschmid;Vereinslos / Free Agent;31;36;61.71;61.55;-0.16;Retired
Foeke Dubois;Vereinslos / Free Agent;34;39;58.61;58.45;-0.16;Retired
Hayaki Usami;Vereinslos / Free Agent;26;31;58.23;58.07;-0.16;Active
Cristian Bustos;Vereinslos / Free Agent;27;32;63.68;63.52;-0.16;Active
Hayato Okamoto;Sennheiser - Michelin;32;37;65.52;65.36;-0.16;Retired
Mauro Delmé;Vereinslos / Free Agent;24;29;62.16;62.00;-0.16;Active
Aimar Erostarbe;Vereinslos / Free Agent;24;29;63.71;63.55;-0.16;Active
Campbell Jones;Vereinslos / Free Agent;28;33;59.15;58.99;-0.16;Retired
Erwan Le Falher;Vereinslos / Free Agent;29;34;61.54;61.38;-0.16;Active
Bruno Morel;Vereinslos / Free Agent;30;35;62.49;62.33;-0.16;Retired
Kiyomasa Hanada;Vereinslos / Free Agent;28;33;62.16;62.00;-0.16;Active
Bailey O'Donnell;Vereinslos / Free Agent;26;31;65.31;65.15;-0.16;Active
Matthew Devins;Vereinslos / Free Agent;25;30;63.74;63.58;-0.16;Active
Tommaso Rigatti;Vereinslos / Free Agent;28;33;63.79;63.63;-0.16;Active
Samuel Hill;Vereinslos / Free Agent;31;36;59.63;59.47;-0.16;Retired
Glen Van Nuffelen;Vereinslos / Free Agent;30;35;61.09;60.93;-0.16;Retired
Oliver Peckover;Vereinslos / Free Agent;29;34;62.07;61.91;-0.16;Retired
Daniel Yon Hin;Vereinslos / Free Agent;25;30;58.85;58.69;-0.16;Active
Anders Skaarseth;Vereinslos / Free Agent;32;37;68.46;68.29;-0.17;Retired
António Barbio;Vereinslos / Free Agent;33;38;63.08;62.91;-0.17;Retired
Gabriele Raccagni;Vereinslos / Free Agent;24;29;63.77;63.60;-0.17;Active
Juan Pablo Rivas;Vereinslos / Free Agent;27;32;58.47;58.30;-0.17;Active
Cristián David Rico;Leica - Trek;26;31;67.06;66.89;-0.17;Active
Adrián Losarcos;Vereinslos / Free Agent;24;29;60.71;60.54;-0.17;Active
David Villareal;Vereinslos / Free Agent;31;36;62.50;62.33;-0.17;Retired
Daan Hoole;Zalando - Continental;28;33;71.95;71.78;-0.17;Retired
Robin Froidevaux;VW - Continental - Rose;28;33;69.31;69.14;-0.17;Retired
Thomas Devaux;Logitech - SRAM;30;35;66.23;66.06;-0.17;Active
Jason Tesson;GLS Bank - Wahoo;29;34;68.36;68.19;-0.17;Active
Davide Bais;Philips - Santander;29;34;69.25;69.08;-0.17;Retired
Pepijn Reinderink;VW - Continental - Rose;25;30;70.43;70.26;-0.17;Active
Yorben Lauryssen;Vereinslos / Free Agent;25;30;65.74;65.57;-0.17;Active
Matthew Kingston;Vereinslos / Free Agent;25;30;64.12;63.95;-0.17;Active
Seiya Iwata;Vereinslos / Free Agent;24;29;62.26;62.09;-0.17;Active
Paul Gruithuijzen;Vereinslos / Free Agent;29;34;58.67;58.50;-0.17;Active
Cristian Camilo Cubides;Vereinslos / Free Agent;30;35;63.82;63.65;-0.17;Active
Casper van der Woude;Ericsson - Thule;27;32;64.98;64.81;-0.17;Active
Gabriel Guay;Vereinslos / Free Agent;28;33;59.36;59.19;-0.17;Active
César David Guavita;Vereinslos / Free Agent;25;30;64.40;64.23;-0.17;Active
Anton Schiffer;Allianz - Giant;27;32;69.00;68.83;-0.17;Active
Viktor Filutás;Vereinslos / Free Agent;30;35;64.34;64.17;-0.17;Active
Scott McGill;Vereinslos / Free Agent;28;33;68.33;68.16;-0.17;Active
Santiago Sanchez;Vereinslos / Free Agent;27;32;56.31;56.14;-0.17;Active
Agustín del Negro;Vereinslos / Free Agent;27;32;62.83;62.66;-0.17;Active
Gerben Kuypers;Danone - Fizik;27;32;69.83;69.66;-0.17;Active
Elia Menegale;Vereinslos / Free Agent;28;33;62.15;61.98;-0.17;Active
Samuel Watson;Falke - Scott;25;30;71.86;71.69;-0.17;Active
Nick Kleban;Vereinslos / Free Agent;27;32;61.77;61.60;-0.17;Active
Jorge Ramírez;Vereinslos / Free Agent;28;33;62.39;62.22;-0.17;Active
Jeison José Rujano;Vereinslos / Free Agent;25;30;62.48;62.31;-0.17;Active
Alessio Martinelli;Shimano - Tissot;26;31;68.76;68.59;-0.17;Active
Joshua Kench;GLS Bank - Wahoo;26;31;67.77;67.60;-0.17;Active
Matthew Dinham;SMA Solar - Bell;27;32;67.06;66.89;-0.17;Active
Tom Mainguenaud;Lavazza - Pirelli;26;31;66.41;66.24;-0.17;Active
Wout Vervoort;Vereinslos / Free Agent;26;31;61.14;60.97;-0.17;Active
Eugenio Sánchez;Vereinslos / Free Agent;28;33;64.11;63.93;-0.18;Active
Taishi Miyazaki;Vereinslos / Free Agent;27;32;65.30;65.12;-0.18;Active
Jarri Stravers;Vereinslos / Free Agent;30;35;63.36;63.18;-0.18;Active
German Nicolás Tivani;Samsung - Cube;31;36;68.96;68.78;-0.18;Retired
Arjen Livyns;Zalando - Continental;32;37;72.40;72.22;-0.18;Retired
Sean Quinn;Novartis - SRM;27;32;72.39;72.21;-0.18;Active
Connor Swift;Shimano - Tissot;31;36;72.61;72.43;-0.18;Active
Rémi Capron;Shimano - Tissot;27;32;69.37;69.19;-0.18;Active
Jensen Plowright;Generali - Mammut;27;32;68.92;68.74;-0.18;Active
Mauro Schmid;Shimano - Tissot;27;32;74.11;73.93;-0.18;Active
Gijs Leemreize;Allianz - Giant;27;32;70.42;70.24;-0.18;Active
Hugo Toumire;BASF - Selle Italia;25;30;67.81;67.63;-0.18;Active
Emanuel Zangerle;Vattenfall - Focus;26;31;66.67;66.49;-0.18;Active
Campo Schmitz;Vereinslos / Free Agent;26;31;63.87;63.69;-0.18;Active
Benjamin Labbe;Vereinslos / Free Agent;26;31;62.89;62.71;-0.18;Active
Justin Ducret;Vereinslos / Free Agent;29;34;64.38;64.20;-0.18;Retired
Adin Papell;Vereinslos / Free Agent;25;30;62.17;61.99;-0.18;Active
Eduardo Pérez-Landaluce;Vereinslos / Free Agent;29;34;64.42;64.24;-0.18;Active
Alex Raimondi;Vereinslos / Free Agent;27;32;63.70;63.52;-0.18;Active
Alessio Ninci;Vereinslos / Free Agent;24;29;61.17;60.99;-0.18;Active
Julen Arriola-Bengoa;Generali - Mammut;26;31;68.85;68.67;-0.18;Active
Jaxon King;Vereinslos / Free Agent;28;33;58.83;58.65;-0.18;Active
Eder Frayre;Vereinslos / Free Agent;35;40;67.45;67.27;-0.18;Retired
Masato Harada;Vereinslos / Free Agent;36;41;54.73;54.55;-0.18;Retired
Rick Nobel;Vereinslos / Free Agent;32;37;60.61;60.43;-0.18;Retired
William Tidball;Vereinslos / Free Agent;27;32;65.54;65.36;-0.18;Active
Kacper Majewski;Vereinslos / Free Agent;25;30;63.17;62.99;-0.18;Active
Elias Maris;Lego - Bianchi;27;32;69.64;69.46;-0.18;Active
Brendan Le Cam;Vereinslos / Free Agent;27;32;62.94;62.76;-0.18;Active
Gonçalo Oliveira;Vereinslos / Free Agent;26;31;60.68;60.50;-0.18;Active
Jhoan Sebastian Lesmes;Vereinslos / Free Agent;27;32;59.48;59.30;-0.18;Active
Léon Picard;Vereinslos / Free Agent;24;29;62.14;61.96;-0.18;Active
Cristián Camilo Tobar;Vereinslos / Free Agent;31;36;61.97;61.79;-0.18;Active
Kobe Noreilde;Vereinslos / Free Agent;26;31;60.20;60.01;-0.19;Active
Matthis Dethy;Vereinslos / Free Agent;26;31;56.76;56.57;-0.19;Active
Robin Löwik;Vereinslos / Free Agent;32;37;62.89;62.70;-0.19;Retired
Ricardo Alejandro Zurita;Vereinslos / Free Agent;26;31;64.33;64.14;-0.19;Active
Michael Peter;Vereinslos / Free Agent;25;30;59.17;58.98;-0.19;Active
Kristians Belohvosciks;Vereinslos / Free Agent;25;30;66.27;66.08;-0.19;Active
Cristián Rodríguez;SAP - Canyon;32;37;72.10;71.91;-0.19;Retired
Marvin Tasset;Vereinslos / Free Agent;29;34;62.23;62.04;-0.19;Active
Álvaro Trueba;Vereinslos / Free Agent;34;39;64.39;64.20;-0.19;Retired
Sergio Higuita;Toyota - Lapierre;29;34;72.89;72.70;-0.19;Active
Damien Touzé;SAP - Canyon;31;36;71.65;71.46;-0.19;Active
Nicola Conci;ING - Schwalbe;30;35;72.33;72.14;-0.19;Active
Jordi Warlop;Nintendo - Colnago;31;36;68.43;68.24;-0.19;Retired
Mikkel Bjerg;Ferrero - Giro;28;33;73.54;73.35;-0.19;Active
Oliver Robinson;Vereinslos / Free Agent;28;33;62.88;62.69;-0.19;Active
Kevin Inkelaar;Vereinslos / Free Agent;30;35;63.58;63.39;-0.19;Active
Jordi Meeus;Microsoft - Tacx;29;34;72.01;71.82;-0.19;Active
Alexander Salby;Patagonia - Fuji;29;34;68.63;68.44;-0.19;Active
Yannis Voisard;Novartis - SRM;28;33;71.80;71.61;-0.19;Active
Sven Burger;Leica - Trek;30;35;65.35;65.16;-0.19;Retired
Matthieu Courcelles;Vereinslos / Free Agent;28;33;63.18;62.99;-0.19;Retired
Thomas Tichler;Vereinslos / Free Agent;27;32;63.31;63.12;-0.19;Active
Ángel Pulgar;Vereinslos / Free Agent;31;36;59.31;59.12;-0.19;Retired
Conor McGoldrick;Vereinslos / Free Agent;29;34;59.56;59.37;-0.19;Retired
Logan O'Krafka;Vereinslos / Free Agent;24;29;60.64;60.45;-0.19;Active
Victor Guernalec;Vereinslos / Free Agent;27;32;67.75;67.56;-0.19;Active
Sebastián Castaño;Oatly - Shimano;30;35;66.57;66.38;-0.19;Retired
Alexis Cohen;Vereinslos / Free Agent;27;32;64.12;63.93;-0.19;Active
Alejandro Gomiz;Vereinslos / Free Agent;29;34;62.29;62.10;-0.19;Active
Yuto Nakagawa;Vereinslos / Free Agent;27;32;59.19;59.00;-0.19;Active
Bohdan Musiienko;Vereinslos / Free Agent;29;34;56.59;56.40;-0.19;Active
Kévin Avoine;Vereinslos / Free Agent;29;34;67.21;67.02;-0.19;Active
Rainer Kepplinger;Toyota - Lapierre;29;34;71.84;71.65;-0.19;Active
Jochem Kerckhaert;Barilla - Zwift;26;31;65.55;65.36;-0.19;Active
Marcel Peschges;Vereinslos / Free Agent;31;36;62.64;62.45;-0.19;Active
Tobias Kreuzer;Vereinslos / Free Agent;26;31;61.05;60.86;-0.19;Active
Alexander Marr;Vereinslos / Free Agent;29;34;60.71;60.52;-0.19;Active
Henrik Holm;Vereinslos / Free Agent;28;33;54.09;53.90;-0.19;Retired
Björn Traenckner;Vereinslos / Free Agent;28;33;62.98;62.79;-0.19;Retired
Dylan Teuns;Microsoft - Tacx;35;40;73.10;72.90;-0.20;Retired
Torbjørn Andre Røed;Vereinslos / Free Agent;30;35;66.50;66.30;-0.20;Active
Max Benz-Kuch;Vereinslos / Free Agent;26;31;60.77;60.57;-0.20;Active
Edoardo Alleva;Vereinslos / Free Agent;24;29;63.07;62.87;-0.20;Active
Sebastian Ryttersgaard;Vereinslos / Free Agent;27;32;63.61;63.41;-0.20;Active
Abel Balderstone;ING - Schwalbe;27;32;70.43;70.23;-0.20;Active
Jan-Willem van Schip;Vereinslos / Free Agent;32;37;64.54;64.34;-0.20;Retired
Rasmus Tiller;ING - Schwalbe;30;35;71.78;71.58;-0.20;Active
Andreas Kron;Falke - Scott;29;34;72.46;72.26;-0.20;Active
Mathieu Burgaudeau;AXA - Lindt;28;33;71.86;71.66;-0.20;Active
Valentin Tabellion;Siemens - Wahoo;28;33;67.58;67.38;-0.20;Active
Kaden Groves;Falke - Scott;28;33;73.09;72.89;-0.20;Active
Ethan Hayter;Swiss Re - BMC;28;33;71.68;71.48;-0.20;Active
Henry Lawton;Vereinslos / Free Agent;26;31;64.99;64.79;-0.20;Active
Lomig Le Clec'h;Vereinslos / Free Agent;30;35;62.74;62.54;-0.20;Active
Jelle Johannink;Spotify - Cervelo;30;35;69.40;69.20;-0.20;Active
Quint van der Leeuw;Vereinslos / Free Agent;25;30;58.88;58.68;-0.20;Active
Samuele Zambelli;Vereinslos / Free Agent;29;34;64.63;64.43;-0.20;Retired
Óscar Tellez;Vereinslos / Free Agent;26;31;63.19;62.99;-0.20;Active
Tomás Contte;Leica - Trek;28;33;66.42;66.22;-0.20;Active
Casper Kruger;Vereinslos / Free Agent;31;36;61.82;61.62;-0.20;Retired
Miguel Juan Castellano;Vereinslos / Free Agent;29;34;57.60;57.40;-0.20;Active
Javier Jamaica;Vereinslos / Free Agent;31;36;66.30;66.10;-0.20;Retired
Maciej Nocen;Vereinslos / Free Agent;26;31;58.22;58.02;-0.20;Active
Ceriel Desal;Vereinslos / Free Agent;27;32;67.68;67.48;-0.20;Active
Jenno Berckmoes;AXA - Lindt;26;31;73.01;72.81;-0.20;Active
Bram Kras;Vereinslos / Free Agent;26;31;62.29;62.09;-0.20;Active
Lars Put;Vereinslos / Free Agent;27;32;60.92;60.72;-0.20;Active
William Tobay;Vereinslos / Free Agent;30;35;60.44;60.24;-0.20;Active
Emile Hamm;Vereinslos / Free Agent;28;33;59.61;59.40;-0.21;Active
Ross Lamb;Vereinslos / Free Agent;31;36;61.50;61.29;-0.21;Retired
Victor Lafay;Google - Pinarello;31;36;71.91;71.70;-0.21;Retired
Joshua Huppertz;Vereinslos / Free Agent;32;37;67.14;66.93;-0.21;Retired
Jérémy Lecroq;Leica - Trek;32;37;67.77;67.56;-0.21;Retired
Luc Wirtgen;Zalando - Continental;29;34;69.90;69.69;-0.21;Active
Dominik Neuman;Vereinslos / Free Agent;31;36;67.09;66.88;-0.21;Retired
Cormac McGeough;Vereinslos / Free Agent;30;35;64.29;64.08;-0.21;Retired
Perry Frijters;Vereinslos / Free Agent;27;32;58.84;58.63;-0.21;Active
Ludovic Morice;Vereinslos / Free Agent;25;30;65.62;65.41;-0.21;Active
Chiel Schulten;Vereinslos / Free Agent;28;33;61.92;61.71;-0.21;Active
Lars Quaedvlieg;Bosch - Deuter;32;37;66.34;66.13;-0.21;Retired
Brent Van der Eycken;Vereinslos / Free Agent;28;33;62.41;62.20;-0.21;Active
Jakub Musialik;Vereinslos / Free Agent;25;30;63.90;63.69;-0.21;Active
Jorge González Segurado;Vereinslos / Free Agent;26;31;62.83;62.62;-0.21;Active
Joan Albert Riera;Vereinslos / Free Agent;26;31;62.78;62.57;-0.21;Active
Aleksander Yisehaq;Vereinslos / Free Agent;24;29;60.24;60.03;-0.21;Active
Adam Krenek;Vereinslos / Free Agent;26;31;59.53;59.32;-0.21;Active
Jesper Lindahl;Vereinslos / Free Agent;30;35;56.55;56.34;-0.21;Retired
Travis Barrett;Vereinslos / Free Agent;27;32;59.83;59.62;-0.21;Active
Rafael Steven Pineda;Vereinslos / Free Agent;28;33;65.26;65.05;-0.21;Active
Germán Dario Gómez;Generali - Mammut;26;31;69.51;69.30;-0.21;Active
Itsuki Koide;Vereinslos / Free Agent;27;32;62.08;61.87;-0.21;Active
Peter Olejniczak;Vereinslos / Free Agent;35;40;60.49;60.28;-0.21;Retired
Declan Kelly;Vereinslos / Free Agent;31;36;60.36;60.15;-0.21;Active
Max Williamson;Vereinslos / Free Agent;28;33;59.17;58.95;-0.22;Active
Jasper de Laat;Vereinslos / Free Agent;33;38;64.48;64.26;-0.22;Retired
Thibault Guernalec;Allianz - Giant;29;34;70.06;69.84;-0.22;Active
Laurin Bachmann;Vereinslos / Free Agent;27;32;61.77;61.55;-0.22;Active
César Martingil;Vereinslos / Free Agent;32;37;64.75;64.53;-0.22;Retired
Hugo Page;Generali - Mammut;25;30;71.18;70.96;-0.22;Active
Paul Wright;Vereinslos / Free Agent;29;34;67.31;67.09;-0.22;Active
Louis Barré;Ferrero - Giro;27;32;72.82;72.60;-0.22;Active
Graeme Frislie;Vereinslos / Free Agent;26;31;64.98;64.76;-0.22;Active
Marian Pohlenz;Vereinslos / Free Agent;30;35;62.90;62.68;-0.22;Active
Emil Jørgensen;Vereinslos / Free Agent;31;36;54.38;54.16;-0.22;Retired
Sam Welsford;Falke - Scott;31;36;70.30;70.08;-0.22;Retired
Pau Miquel;SAP - Canyon;26;31;72.05;71.83;-0.22;Active
Emiel Verstrynge;Falke - Scott;25;30;70.53;70.31;-0.22;Active
Clément Delcros;Vereinslos / Free Agent;27;32;65.90;65.68;-0.22;Active
Nicklas Jacobsen Nissen;Vereinslos / Free Agent;32;37;61.71;61.49;-0.22;Retired
Guillaume Seye;Vereinslos / Free Agent;30;35;64.32;64.09;-0.23;Active
Axel Mariault;Shimano - Tissot;29;34;69.96;69.73;-0.23;Active
Emilien Jeannière;Falke - Scott;28;33;70.31;70.08;-0.23;Active
Nicolas Saenz;Vereinslos / Free Agent;29;34;61.93;61.70;-0.23;Retired
Stephen Bassett;Vereinslos / Free Agent;32;37;65.42;65.19;-0.23;Retired
Francesco Carollo;Vereinslos / Free Agent;26;31;65.96;65.73;-0.23;Active
Hager Andemaryam Mesfin;Vereinslos / Free Agent;26;31;61.04;60.81;-0.23;Active
Pedro Pinto;Endura - Vittoria;26;31;66.73;66.50;-0.23;Active
Alexis Benjamín Quinteros;Vereinslos / Free Agent;29;34;63.44;63.21;-0.23;Active
Arman Garibian;Vereinslos / Free Agent;27;32;56.94;56.71;-0.23;Active
Kelland O'Brien;Allianz - Giant;29;34;70.25;70.02;-0.23;Active
Lorenzo Quartucci;Swiss Re - BMC;28;33;70.60;70.37;-0.23;Active
Nahuel Mendez;Vereinslos / Free Agent;28;33;62.22;61.99;-0.23;Retired
Ove Lillmaa;Vereinslos / Free Agent;34;39;55.29;55.06;-0.23;Retired
Samuel Painter;Vereinslos / Free Agent;26;31;61.54;61.30;-0.24;Active
imon Rezník;Vereinslos / Free Agent;27;32;52.33;52.09;-0.24;Active
Pascal Ackermann;Spotify - Cervelo;33;38;72.83;72.59;-0.24;Retired
Ilan Van Wilder;Swiss Re - BMC;27;32;74.81;74.57;-0.24;Active
Eric Nkundabera;Vereinslos / Free Agent;30;35;63.02;62.78;-0.24;Active
Timothé Gabriel;Vereinslos / Free Agent;25;30;62.79;62.55;-0.24;Active
Travis Stedman;Bosch - Deuter;25;30;65.89;65.65;-0.24;Active
Luke Durbridge;Michelin - Look;36;41;69.60;69.35;-0.25;Retired
Martijn Budding;Vereinslos / Free Agent;31;36;67.89;67.64;-0.25;Active
Siebe Deweirdt;Dassault - Time;25;30;66.43;66.18;-0.25;Active
James Knox;Microsoft - Tacx;31;36;70.02;69.77;-0.25;Retired
Jacob Eriksson;Oatly - Shimano;27;32;68.22;67.97;-0.25;Active
Niklas Märkl;SAP - Canyon;28;33;69.43;69.18;-0.25;Active
Michael Konczer;Vereinslos / Free Agent;33;38;64.35;64.10;-0.25;Retired
Marco Oliva;Vereinslos / Free Agent;33;38;55.62;55.37;-0.25;Retired
Filip Biernacki;Vereinslos / Free Agent;25;30;60.96;60.71;-0.25;Active
